23.51 -1.38 -1.41
24.43 -1.20 -0.45
22.72 -1.24 -1.38
23.91 -1.67 -1.20
21.85 -1.03 -1.48
24.21 -0.85 -1.42
21.56 0.95 -0.43
22.28 -0.77 0.09
23.43 -0.87 -1.35
23.18 -0.43 -1.10
22.32 -0.07 -1.61
21.65 0.04 -1.37
19.54 0.15 -1.06
19.75 -2.13 0.23
19.42 -1.83 0.74
19.14 -2.23 0.33
20.28 -2.42 -0.60
17.75 -2.72 -1.11
19.44 0.28 -0.79
20.46 -0.24 -0.97
20.86 0.49 -1.31
19.95 -0.13 -0.30
18.94 0.77 -0.99
20.08 -0.35 -1.26
20.74 -2.01 -2.01
21.04 0.14 -0.58
20.21 1.21 -0.97
20.13 0.30 -1.15
20.20 1.48 -0.76
19.46 1.33 -1.11
15.29 -0.57 -0.55
19.62 -0.37 -0.32
19.19 0.58 -0.59
17.70 -0.21 0.25
19.51 -0.04 -0.49
15.36 0.49 -0.65
16.97 -0.84 -0.79
18.46 -0.60 -0.43
16.33 1.45 -0.14
19.47 -0.32 -0.39
20.83 -0.66 -1.66
15.40 0.37 -1.60
15.96 2.15 1.48
18.50 3.94 -0.16
14.72 -2.47 1.52
18.17 3.06 2.43
16.67 0.01 1.49
22.11 0.90 -0.20
23.61 1.14 0.29
23.09 2.16 -0.92
13.73 0.44 -0.80
14.40 -0.78 0.80
20.08 4.37 1.02
16.69 5.82 1.37
20.15 5.79 2.93
19.26 4.39 -0.23
19.56 4.96 -1.10
18.66 2.44 -1.15
19.06 3.89 -0.97
18.39 2.00 -1.13
18.71 2.00 -1.56
17.20 4.27 -1.56
15.81 2.50 -1.00
13.09 1.50 0.38
17.99 0.87 0.36
15.89 -1.41 -0.23
18.19 2.33 -0.45
17.06 2.83 -0.41
19.73 -0.82 -1.20
21.77 0.44 -0.35
22.37 1.54 -1.09
16.69 0.03 -1.11
14.36 0.35 0.80
15.56 -3.82 -0.08
16.22 -5.96 -0.51
13.95 -2.98 0.32
13.31 -0.75 1.20
18.51 1.19 0.24
17.49 -2.21 -1.10
17.05 -1.01 -1.33
16.29 0.93 -1.26
15.26 2.24 -0.37
13.06 -0.65 -0.07
15.22 -1.13 -0.13
17.32 -2.09 0.27
20.02 -1.83 -2.09
16.97 -4.02 -1.97
21.51 0.92 -1.06
22.45 0.42 -1.80
16.43 2.30 -1.16
18.45 -0.95 -2.25
13.44 5.02 1.38
18.04 0.96 0.99
15.37 3.01 0.09
15.57 -1.19 -0.79
15.93 -1.14 -0.26
12.70 0.75 1.89
15.28 2.49 2.31
16.71 -1.32 2.90
21.51 -0.50 0.42
22.51 -0.57 -2.05
17.89 -0.85 -1.74
13.97 0.97 -0.64
16.57 1.03 0.55
18.92 0.11 0.68
20.43 0.43 -1.25
20.10 0.80 -1.51
19.09 2.09 -0.34
18.06 0.36 -0.33
18.16 2.24 -0.85
20.27 -1.18 -0.11
21.08 -2.31 -0.43
19.64 -1.08 -0.40
19.00 -3.04 0.04
17.01 -1.16 -0.02
18.17 0.45 -0.11
19.96 -0.45 -1.03
15.64 0.77 -1.73
13.38 2.99 -1.42
15.20 4.68 -0.94
15.06 3.35 -1.02
17.81 0.16 -1.78
14.31 1.00 -0.84
14.78 -0.84 -0.38
15.73 -0.42 -1.11
