18.44 17.98 -1.63 -0.42
18.48 17.60 0.96 -0.96
18.52 16.90 1.12 -0.97
18.56 16.44 -0.46 -0.67
18.60 13.62 -0.46 -1.07
18.64 14.73 -0.19 -0.43
18.68 14.17 -1.83 -0.24
18.72 15.30 0.95 -0.22
18.76 14.51 -0.33 -0.97
18.80 14.09 0.87 -1.51
18.84 14.92 3.27 -0.46
18.88 14.73 -1.23 -1.81
18.92 14.49 -0.99 -2.49
18.96 18.05 0.21 -0.11
19.00 12.98 -2.06 0.76
19.04 16.51 -2.20 0.87
19.08 15.67 -0.64 0.43
19.12 12.52 1.36 1.33
19.16 14.30 -0.87 1.21
19.20 13.97 -0.45 0.19
19.24 14.19 -1.77 -0.67
19.28 9.10 -1.26 0.19
19.32 11.18 0.01 2.55
19.36 12.96 1.31 2.21
19.40 13.03 2.80 0.42
19.44 16.26 2.23 -1.85
19.48 13.86 0.44 0.42
19.52 16.88 1.71 0.23
19.56 16.75 1.86 0.19
19.60 16.65 3.56 0.26
19.64 18.52 1.68 0.98
19.68 18.42 1.16 -0.04
19.72 18.10 1.48 -0.54
19.76 18.13 0.59 -0.33
19.80 19.70 1.06 -1.53
19.84 15.18 2.58 -0.99
19.88 18.35 2.99 -0.83
19.92 18.43 -0.09 -0.55
19.96 19.51 2.14 -0.61
20.00 17.30 3.97 -0.70
20.04 17.73 1.06 -0.57
20.08 15.52 0.99 -0.81
20.12 15.12 1.30 -1.00
20.16 14.63 -1.95 -0.48
20.20 14.18 -2.14 0.06
20.24 17.71 -4.67 -0.31
20.28 14.67 -6.21 -0.41
20.32 18.26 -2.94 2.73
20.36 13.73 -2.94 -2.38
20.40 13.92 -2.60 -1.35
20.44 18.60 0.09 -0.76
20.48 18.25 1.04 -2.10
20.52 16.01 -0.01 -0.40
20.56 17.36 -0.80 -0.05
20.60 15.98 -1.76 0.32
20.64 14.54 -1.94 0.52
20.68 13.96 -0.15 1.37
20.72 17.98 1.00 0.75
20.76 17.38 2.98 -0.18
20.80 16.17 -0.59 -2.30
20.84 14.39 4.51 -1.04
20.88 13.46 1.15 -1.70
20.92 17.00 -2.23 -1.46
20.96 15.68 -1.33 -1.42
21.00 16.01 0.37 -0.39
21.04 10.29 1.07 1.72
21.08 13.11 2.30 1.79
21.12 16.70 2.29 -0.41
21.16 15.32 1.66 -1.87
21.20 17.74 2.33 -2.27
21.24 13.88 9.73 -1.09
21.28 18.82 6.24 -0.58
21.32 11.44 -4.83 -0.57
21.36 11.81 -1.33 0.33
21.40 15.38 1.16 0.54
21.44 11.34 4.84 -0.33
21.48 11.01 -0.77 -3.02
21.52 11.96 1.19 -0.77
21.56 12.78 -0.75 -0.57
21.60 13.62 2.50 0.21
21.64 17.84 1.97 0.38
21.68 17.32 0.30 -1.08
21.72 17.82 0.87 -1.16
21.76 15.36 0.57 -0.28
21.80 18.19 -1.05 -0.33
21.84 16.56 -1.20 -1.26
21.88 17.97 -0.08 -1.01
21.92 21.62 0.31 -1.97
21.96 19.56 0.50 -1.12
22.00 20.32 -1.42 0.55
22.04 21.27 3.07 -0.25
22.08 14.86 -0.17 -0.55
22.12 16.06 2.12 0.19
22.16 17.98 -1.03 0.80
22.20 11.27 1.95 1.63
22.24 15.55 1.37 1.75
22.28 13.22 -2.70 0.79
22.32 11.65 -3.95 1.54
