Desktop_Software_Build_Version,2.0
#;Jahr;Monat;Tag;Stunde;Minute;Sekunde;VelX;VelY;VelZ;SNR1;SNR2;SNR3;AccX;AccY;AccZ;Temp
();();();();();();();(m/s);(m/s);(m/s);(dB);(dB);(dB);(cnts);(cnts);(cnts);(° C)
02;2025;09;29;16;24;25;0,523;-0,071;-0,2;37,823;38,52;41,214;-32,491;-941,517;15731,28;10,072
02;2025;09;29;16;24;25;0,116;-0,015;0,145;38,535;38,431;38,956;-124,155;-1132,709;15820,62;10,072
02;2025;09;29;16;24;26;0,664;-0,192;-0,386;38,446;38,277;39,182;-135,077;-1408,181;15803,52;10,072
02;2025;09;29;16;24;26;0,77;-0,195;-0,17;34,597;33,528;35,952;-76,666;-831,586;15777,28;10,072
02;2025;09;29;16;24;27;0,633;-0,047;0,161;35,242;35,958;37,872;-23,275;-943,44;15733,6;10,072
02;2025;09;29;16;24;27;0,416;-0,082;-0,012;36,177;35,98;36,133;109,336;-1171,008;15795,5;10,072
02;2025;09;29;16;24;28;0,394;-0,262;-0,169;35,576;35,361;37,33;-41,388;-949,954;15916,59;10,072
02;2025;09;29;16;24;28;0,38;-0,135;-0,172;35,042;34,699;35,975;44,827;-929,23;15787,13;10,072
02;2025;09;29;16;24;29;0,41;-0,159;0,02;34,708;34,434;37,42;131,139;-781,628;15781,14;10,072
02;2025;09;29;16;24;29;0,759;-0,118;-0,284;34,953;33,572;33,513;-495,395;438,496;15652,25;10,072
02;2025;09;29;16;24;30;0,363;0,163;1,005;34,308;35,118;36,517;222,664;326,899;15679,15;10,072
02;2025;09;29;16;24;30;0,253;-0,092;0,075;35,71;36,002;39,317;-294,229;405,639;16107,08;10,072
02;2025;09;29;16;24;31;0,653;-0,09;-0,329;33,596;33,042;35,478;-27,754;-97,865;15697,94;10,072
02;2025;09;29;16;24;31;0,497;-0,127;-0,174;34,241;35,074;34,891;-129,843;343,441;15664,26;10,072
02;2025;09;29;16;24;32;0,506;-0,103;-0,017;33,218;31,408;32,565;373,12;80,182;15658,53;10,072
02;2025;09;29;16;24;32;0,264;0,1;0,281;29,191;31,01;32,136;-158,927;1000,971;15778,52;10,072
02;2025;09;29;16;24;33;-0,542;-0,24;0,761;34,775;34,478;38,572;-9,522;424,808;15853,23;10,072
02;2025;09;29;16;24;33;0,461;0,019;-0,326;36,288;36,024;36,494;-121,574;448,351;15918,44;10,072
02;2025;09;29;16;24;34;0,033;-0,119;0,008;29,48;32,424;32,52;-204,184;693,537;15784,25;10,072
02;2025;09;29;16;24;34;0,284;-0,066;-0,044;32,194;32,534;35,433;-181,892;570,471;15926,21;10,072
02;2025;09;29;16;24;35;0,283;-0,036;-0,016;35,665;35,737;35,433;-98,426;611,981;15877,24;10,072
02;2025;09;29;16;24;35;0,363;0,085;-0,109;37,912;34,61;38,052;-125,55;619,253;15857,38;10,072
02;2025;09;29;16;24;36;0,524;-0,079;-0,153;36,221;36,576;35,907;-168,531;459,373;15795,32;10,072
02;2025;09;29;16;24;36;0,644;-0,048;-0,175;35,643;37,062;36,81;-29,536;506,96;15769,45;10,072
02;2025;09;29;16;24;37;0,382;-0,092;0,033;36,155;36,046;38,03;-119,541;562,239;15823,25;10,072
02;2025;09;29;16;24;37;0,486;-0,122;-0,033;35,265;34,102;38,798;-83,554;620,261;15831,39;10,072
02;2025;09;29;16;24;38;0,397;-0,088;-0,015;37,089;36,576;37,668;-26,807;526,616;15823,96;10,072
02;2025;09;29;16;24;38;0,242;-0,12;0,095;34,53;36,576;37,827;-97,784;626,908;15783,25;10,072
