Desktop_Software_Build_Version,1.7,,,,,,,,,,,,,,,,,,,
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp,STD X,STD Y,STD Z,
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C),0.179045796683772,0.067317756793782,0.301985685541802,0.045886394700526
2,2022,3,30,14,0,20,-1.059,-0.528,2.285,43.297,43.114,45.211,467.893,-610.973,15965.85,10.292,,,,
2,2022,3,30,14,0,21,-0.968,-0.526,1.382,43.942,43.291,45.189,232.559,-84.819,15533.33,10.291,,,,
2,2022,3,30,14,0,21,-1.366,-0.488,1.734,42.829,42.672,44.85,497.67,-89.015,15770.53,10.292,,,,
2,2022,3,30,14,0,22,-1.136,-0.525,1.108,44.743,42.65,48.237,181.723,-399.11,15966.4,10.297,,,,
2,2022,3,30,14,0,22,-0.984,-0.42,1.364,42.117,43.423,46.34,490.401,-507.925,15527.96,10.297,,,,
2,2022,3,30,14,0,23,-1.082,-0.424,1.7,42.006,43.268,43.924,506.204,264.766,15486.18,10.297,,,,
2,2022,3,30,14,0,23,-1.194,-0.524,1.717,42.74,42.606,45.031,-747.487,434.768,15938.14,10.297,,,,
2,2022,3,30,14,0,24,-1.059,-0.457,1.392,40.671,42.827,45.482,167.816,-328.014,15875.96,10.291,,,,
2,2022,3,30,14,0,24,-0.998,-0.383,1.518,43.497,42.716,45.234,223.601,136.769,15726.26,10.292,,,,
2,2022,3,30,14,0,25,-0.901,-0.444,1.639,43.608,44.837,45.708,-268.016,752.918,15776.28,10.297,,,,
2,2022,3,30,14,0,25,-1.068,-0.455,1.386,42.318,44.549,45.572,-632.719,529.511,15862.54,10.292,,,,
2,2022,3,30,14,0,26,-0.665,-0.507,1.935,42.607,42.407,46.589,17.208,54.8,15704.4,10.297,,,,
2,2022,3,30,14,0,26,-1.321,-0.468,1.518,42.718,42.363,45.234,-52.076,-392.203,15899.49,10.297,,,,
2,2022,3,30,14,0,27,-1.116,-0.54,2.226,42.807,43.754,45.572,-634.514,-540.389,16446,10.297,,,,
2,2022,3,30,14,0,27,-1.147,-0.483,1.822,42.54,43.003,47.086,375.907,188.987,15549.43,10.292,,,,
2,2022,3,30,14,0,28,-1.017,-0.468,1.607,43.586,41.413,44.579,-78.466,-545.804,16076.23,10.297,,,,
2,2022,3,30,14,0,28,-1.037,-0.523,1.954,43.007,43.533,45.234,1.621,18.901,15614.15,10.297,,,,
2,2022,3,30,14,0,29,-1.117,-0.397,1.398,41.984,42.915,45.031,-673.38,375.195,16043.29,10.297,,,,
2,2022,3,30,14,0,29,-0.706,-0.528,1.663,42.451,41.016,44.466,-265.85,-4.624,16166.43,10.297,,,,
2,2022,3,30,14,0,30,-1.002,-0.414,1.625,41.561,43.644,44.037,200.291,-145.527,15911.59,10.297,,,,
2,2022,3,30,14,0,30,-1.284,-0.516,1.994,43.475,42.716,43.856,770.609,-622.872,15490.25,10.297,,,,
2,2022,3,30,14,0,31,-0.592,-0.484,1.625,42.985,42.606,44.985,18.89,267.731,15712.03,10.297,,,,
2,2022,3,30,14,0,31,-1.124,-0.456,1.687,41.027,42.252,44.737,383.144,-532.301,15718.33,10.297,,,,
2,2022,3,30,14,0,32,-1.097,-0.539,1.963,42.941,42.628,44.963,-206.383,-160.315,16265.85,10.291,,,,
2,2022,3,30,14,0,32,-1.119,-0.518,1.765,42.985,43.313,42.795,-152.453,-102.122,16536.33,10.297,,,,
2,2022,3,30,14,0,33,-0.8,-0.413,1.864,41.917,43.401,44.918,738.345,-419.533,15395.72,10.297,,,,
2,2022,3,30,14,0,33,-1.366,-0.575,1.957,43.052,43.732,44.872,-247.638,508.602,15393.17,10.297,,,,
2,2022,3,30,14,0,34,-0.876,-0.644,1.713,42.629,43.666,44.421,63.861,158.074,15887.77,10.297,,,,
2,2022,3,30,14,0,34,-0.977,-0.535,1.819,43.252,42.716,44.895,176.144,63.823,15657.51,10.297,,,,
2,2022,3,30,14,0,35,-1.222,-0.509,1.611,42.852,43.644,44.556,105.149,-41.263,15916.51,10.297,,,,
2,2022,3,30,14,0,35,-1.237,-0.428,2.352,42.629,44.284,44.895,-187.336,40.54,15963.66,10.297,,,,
2,2022,3,30,14,0,36,-0.979,-0.563,1.889,42.785,42.959,43.45,252.797,-793.983,15747.18,10.297,,,,
2,2022,3,30,14,0,36,-1.171,-0.596,2.339,42.184,43.246,44.579,906.334,-1015.578,15985.45,10.297,,,,
3,2022,3,30,14,5,30,-0.984,-0.129,0.325,43.208,43.335,42.795,366.024,-215.078,15694.66,10.297,,,,
3,2022,3,30,14,5,30,-1.025,-0.174,0.553,42.473,42.65,43.382,314.012,-272.784,15703.64,10.297,,,,
3,2022,3,30,14,5,31,-1.11,-0.222,0.842,42.585,41.016,43.585,166.932,-498.816,15920.15,10.297,,,,
3,2022,3,30,14,5,31,-0.966,-0.314,0.832,41.828,43.202,36.494,-43.544,-635.693,15921.84,10.297,,,,
3,2022,3,30,14,5,32,-1.269,-0.124,0.895,43.252,43.357,28.138,-56.522,-451.443,15681.36,10.297,,,,
3,2022,3,30,14,5,32,-1.041,-0.241,0.772,42.896,41.656,41.124,-326.243,-620.95,15957.34,10.297,,,,
3,2022,3,30,14,5,33,-1.011,-0.189,0.553,45.343,41.546,34.394,-245.298,-744.149,15928.75,10.297,,,,
3,2022,3,30,14,5,33,-0.953,-0.147,0.472,42.629,43.865,44.443,-219.603,-692.997,15748.68,10.297,,,,
3,2022,3,30,14,5,34,-1.046,-0.267,0.962,42.985,41.546,32.384,63.896,-624.077,15641.11,10.297,,,,
3,2022,3,30,14,5,34,-1.112,-0.231,0.795,42.451,43.799,44.353,3.587,-379.569,15601.26,10.297,,,,
3,2022,3,30,14,5,35,-1.101,-0.213,0.728,43.408,44.549,41.575,-433.905,-518.575,15993.14,10.297,,,,
3,2022,3,30,14,5,35,-1.135,-0.209,0.692,43.319,43.224,42.637,-121.628,-577.26,15872.72,10.297,,,,
3,2022,3,30,14,5,36,-0.981,-0.267,0.761,43.119,43.931,31.029,-33.846,-381.024,15737.28,10.297,,,,
3,2022,3,30,14,5,36,-1.053,-0.261,1.082,44.009,40.596,41.169,-212.16,-507.079,15945.4,10.297,,,,
3,2022,3,30,14,5,37,-1.125,-0.151,0.622,43.719,42.76,30.758,-131.959,-453.597,15836.79,10.297,,,,
3,2022,3,30,14,5,37,-1.093,-0.183,0.786,43.297,44.064,42.75,-82.504,-436.397,15726.22,10.297,,,,
3,2022,3,30,14,5,38,-1.061,-0.225,0.815,43.497,42.495,36.042,-232.714,-450.147,15843.5,10.297,,,,
3,2022,3,30,14,5,38,-1.096,-0.204,0.729,44.365,42.783,44.285,-71.39,-525.369,15765.82,10.297,,,,
3,2022,3,30,14,5,39,-1.037,-0.25,0.844,42.874,42.959,33.016,-184.885,-509.191,15773.73,10.297,,,,
3,2022,3,30,14,5,39,-1.074,-0.248,0.905,43.408,43.379,34.665,-166.818,-601.64,15941.13,10.297,,,,
3,2022,3,30,14,5,40,-1.011,-0.206,1.042,43.475,41.767,37.104,-31.396,-385.634,15730.5,10.297,,,,
3,2022,3,30,14,5,40,-0.982,-0.204,0.703,42.518,40.574,46.747,-48.698,-430.531,15764.15,10.297,,,,
3,2022,3,30,14,5,41,-1.117,-0.188,0.61,41.85,42.495,44.285,-291.31,-606.679,16031.41,10.297,,,,
3,2022,3,30,14,5,41,-1.305,-0.22,0.798,40.983,42.915,43.495,-3.835,-396.658,15667.57,10.297,,,,
3,2022,3,30,14,5,42,-1.267,-0.213,0.762,41.984,42.451,44.782,-62.213,-289.16,15685.32,10.297,,,,
3,2022,3,30,14,5,42,-1.088,-0.211,0.685,43.43,43.467,29.945,-187.76,-345.509,15754.51,10.297,,,,
3,2022,3,30,14,5,43,-1.064,-0.154,0.549,43.141,43.357,36.223,-114.92,-286.271,15694.37,10.297,,,,
3,2022,3,30,14,5,43,-1.031,-0.239,0.806,41.161,44.019,39.633,-280.773,-490.976,15973.06,10.297,,,,
3,2022,3,30,14,5,44,-1.04,-0.126,0.54,42.006,44.638,45.392,-128.746,-545.159,15827,10.297,,,,
3,2022,3,30,14,5,44,-1.007,-0.184,0.559,42.028,43.291,44.985,-336.505,-443.157,16070.18,10.297,,,,
3,2022,3,30,14,5,45,-1.03,-0.249,0.843,41.984,43.445,40.13,-48.003,-369.025,15796.49,10.297,,,,
3,2022,3,30,14,5,45,-1.189,-0.28,0.947,42.051,43.025,44.376,-365.605,-411.699,15983.58,10.297,,,,
3,2022,3,30,14,5,46,-1.09,-0.233,0.807,42.34,43.114,40.943,-306.934,-552.426,16025.86,10.297,,,,
3,2022,3,30,14,5,46,-0.931,-0.166,0.628,41.205,40.751,43.179,-134.74,-431.046,15792.09,10.297,,,,
3,2022,3,30,14,5,47,-1.09,-0.281,0.969,42.117,41.833,37.014,13.823,-174.607,15674.2,10.297,,,,
3,2022,3,30,14,5,47,-1.172,-0.238,0.755,43.052,42.672,43.63,162.029,-503.716,15623.62,10.297,,,,
3,2022,3,30,14,5,48,-1.182,-0.194,0.784,40.248,42.76,43.879,-343.026,-306.028,16060.3,10.297,,,,
3,2022,3,30,14,5,48,-1.07,-0.2,0.831,43.63,42.805,44.647,-272.932,-371.719,15910.93,10.297,,,,
3,2022,3,30,14,5,49,-1.047,-0.221,1.032,44.298,42.871,40.672,-44.672,-332.606,15651.82,10.297,,,,
3,2022,3,30,14,5,49,-1.009,-0.199,0.688,43.986,42.981,45.979,-31.523,-349.678,15774.73,10.297,,,,
3,2022,3,30,14,5,50,-1.096,-0.234,0.682,42.318,44.196,43.54,-162.634,-361.936,15906,10.297,,,,
3,2022,3,30,14,5,50,-0.933,-0.148,0.546,43.897,43.423,41.214,-130.225,-388.655,15803.34,10.297,,,,
3,2022,3,30,14,5,51,-1.147,-0.255,0.85,40.805,42.628,42.998,-248.242,-268.69,15915.69,10.297,,,,
3,2022,3,30,14,5,51,-0.974,-0.222,0.745,42.985,43.467,44.059,-30.564,-434.004,15758.23,10.297,,,,
3,2022,3,30,14,5,52,-1.002,-0.216,1.119,43.208,42.805,43.134,26.462,-404.799,15696.6,10.297,,,,
3,2022,3,30,14,5,52,-0.97,-0.254,0.824,41.606,42.783,43.608,-50.446,-380.641,15759.26,10.297,,,,
3,2022,3,30,14,5,53,-1.039,-0.276,1.09,42.429,41.789,42.704,-162.138,-441.506,15932.56,10.297,,,,
3,2022,3,30,14,5,53,-1.141,-0.244,0.907,42.74,42.319,43.314,-168.701,-490.513,15891.14,10.297,,,,
3,2022,3,30,14,5,54,-1.014,-0.153,0.57,44.765,43.556,44.94,-181.723,-273.912,15876.98,10.297,,,,
3,2022,3,30,14,5,54,-1.159,-0.24,0.926,42.629,43.357,32.678,-119.948,-395.798,15719.46,10.297,,,,
3,2022,3,30,14,5,55,-1.106,-0.191,0.794,42.206,42.893,42.366,47.87,-428.549,15733.62,10.297,,,,
3,2022,3,30,14,5,55,-1.118,-0.214,0.713,41.272,43.799,43.653,-127.052,-651.055,15898.04,10.297,,,,
3,2022,3,30,14,5,56,-1.139,-0.245,0.918,44.809,44.284,45.347,23.936,-397.986,15698.77,10.297,,,,
3,2022,3,30,14,5,56,-0.98,-0.189,0.689,40.782,41.656,43.495,-87.827,-399.245,15799.57,10.297,,,,
3,2022,3,30,14,5,57,-0.988,-0.265,0.754,42.718,42.275,41.372,-89.28,-692.985,15925.68,10.297,,,,
3,2022,3,30,14,5,57,-1.057,-0.188,0.5,42.251,42.628,43.992,37.029,-420.773,15694.04,10.297,,,,
3,2022,3,30,14,5,58,-1.059,-0.212,0.698,40.649,42.893,41.485,-14.635,-603.268,15807.55,10.297,,,,
3,2022,3,30,14,5,58,-1.028,-0.196,0.713,41.717,41.17,39.859,-50.359,-440.344,15778.33,10.297,,,,
3,2022,3,30,14,5,59,-1.113,-0.218,0.727,41.472,43.467,40.153,-176.777,-415.15,15900.07,10.297,,,,
3,2022,3,30,14,5,59,-1.115,-0.247,0.912,42.095,42.76,43.743,-28.413,-552.876,15822.36,10.297,,,,
3,2022,3,30,14,6,0,-0.968,-0.22,0.842,42.785,43.445,42.772,-112.953,-408.829,15872.58,10.297,,,,
3,2022,3,30,14,6,0,-1.007,-0.187,0.786,43.719,42.385,44.895,-31.674,-460.162,15864.71,10.297,,,,
3,2022,3,30,14,6,1,-1.069,-0.241,0.694,42.206,42.694,43.427,-94.608,-605.622,15832.68,10.297,,,,
3,2022,3,30,14,6,1,-1.128,-0.259,1.093,42.896,43.511,43.63,-73.103,-362.605,15804.93,10.297,,,,
3,2022,3,30,14,6,2,-0.837,-0.205,0.744,43.564,42.385,39.385,-0.555,-548.137,15792.87,10.297,,,,
3,2022,3,30,14,6,2,-0.964,-0.225,0.99,43.074,43.887,39.859,8.518,-464.327,15776.81,10.297,,,,
3,2022,3,30,14,6,3,-0.993,-0.214,0.747,42.518,41.457,43.698,-69.618,-601.275,15898.92,10.297,,,,
3,2022,3,30,14,6,3,-1.071,-0.225,0.479,42.518,41.744,36.268,48.069,-623.441,15979.71,10.297,,,,
3,2022,3,30,14,6,4,-1.178,-0.238,0.922,42.696,43.114,42.411,184.853,-421.542,15729.04,10.297,,,,
3,2022,3,30,14,6,4,-0.882,-0.103,0.395,42.117,41.7,42.795,-9.148,-303.444,15853.93,10.297,,,,
3,2022,3,30,14,6,5,-1.157,-0.234,0.898,41.739,42.959,42.795,205.038,-343.779,15560.79,10.297,,,,
3,2022,3,30,14,6,5,-1.083,-0.231,0.85,41.695,41.899,41.914,-81.841,-456.168,15850.59,10.297,,,,
3,2022,3,30,14,6,6,-1.143,-0.176,0.823,42.206,44.505,37.917,46.178,-315.455,15793.33,10.297,,,,
3,2022,3,30,14,6,6,-1.144,-0.19,0.824,42.162,42.252,42.095,-68.639,-318.607,15794.14,10.297,,,,
3,2022,3,30,14,6,7,-0.935,-0.296,0.762,43.497,44.152,45.437,143.509,-285.337,15623.71,10.297,,,,
3,2022,3,30,14,6,7,-1.15,-0.171,0.729,41.205,43.114,39.791,-130.405,-441.184,15888.29,10.297,,,,
3,2022,3,30,14,6,8,-1.121,-0.169,0.737,43.653,41.634,42.93,-123.355,-372.932,15853.65,10.297,,,,
3,2022,3,30,14,6,8,-1.125,-0.25,0.803,42.874,42.385,35.162,-137.91,-398.107,15849.51,10.297,,,,
3,2022,3,30,14,6,9,-1.072,-0.198,0.762,42.251,43.025,40.424,-26.704,-389.267,15774.01,10.297,,,,
3,2022,3,30,14,6,9,-1.01,-0.263,0.826,43.541,42.871,38.685,17.611,-266.704,15729.28,10.297,,,,
4,2022,3,30,14,8,4,-1.293,-0.19,0.583,42.785,42.959,36.359,-264.679,-452.859,16010.4,10.297,,,,
4,2022,3,30,14,8,5,-1.144,-0.045,0.142,43.653,42.252,33.829,-8.013,-393.052,15877.54,10.297,,,,
4,2022,3,30,14,8,5,-0.825,-0.067,0.15,43.63,43.268,39.565,83.498,-337.667,16013.22,10.297,,,,
4,2022,3,30,14,8,6,-1.177,-0.125,-0.056,42.451,42.451,36.178,65.945,-390.531,15873.55,10.297,,,,
4,2022,3,30,14,8,6,-1.187,-0.054,0.335,43.096,41.524,43.472,374.066,-403.801,15710.6,10.297,,,,
4,2022,3,30,14,8,7,-1.152,-0.172,0.601,42.028,43.291,41.259,339.329,-482.528,15901.44,10.297,,,,
4,2022,3,30,14,8,7,-1.154,-0.113,0.3,43.719,43.776,38.752,556.045,-440.175,15622.25,10.297,,,,
4,2022,3,30,14,8,8,-1.285,-0.163,0.505,44.298,43.622,34.575,177.649,-437.066,15850.48,10.297,,,,
4,2022,3,30,14,8,8,-0.988,-0.04,-0.099,44.276,43.025,26.219,416.05,-361.657,15682.46,10.297,,,,
4,2022,3,30,14,8,9,-1.166,-0.172,0.555,43.43,42.827,39.611,529.45,-309.287,15590.46,10.297,,,,
4,2022,3,30,14,8,9,-1.206,-0.113,0.515,43.23,42.009,38.775,429.54,-289.274,15610.31,10.297,,,,
4,2022,3,30,14,8,10,-1.309,-0.206,0.768,43.096,40.552,27.371,360.369,-680.56,15530.93,10.297,,,,
4,2022,3,30,14,8,10,-1.047,-0.101,0.332,44.387,44.527,40.988,487.752,-447.47,15347.99,10.297,,,,
4,2022,3,30,14,8,11,-1.261,-0.155,0.583,43.92,42.76,38.865,-222.42,-671.763,16046.35,10.297,,,,
4,2022,3,30,14,8,11,-0.989,-0.169,0.57,43.564,44.13,38.278,70.413,-548.835,15614.63,10.297,,,,
4,2022,3,30,14,8,12,-1.229,-0.21,0.902,42.14,42.805,43.292,136.826,-356.996,15819.01,10.297,,,,
4,2022,3,30,14,8,12,-1.282,-0.157,0.199,42.896,43.092,37.781,78.603,-261.764,15790.11,10.297,,,,
4,2022,3,30,14,8,13,-0.977,-0.08,0.23,42.54,42.142,38.459,-30.405,-496.848,15937.38,10.297,,,,
4,2022,3,30,14,8,13,-1.306,-0.192,0.597,42.006,43.622,41.666,97.326,-599.955,15773.3,10.297,,,,
4,2022,3,30,14,8,14,-1.296,-0.06,0.388,44.498,45.124,31.481,101.478,-546.071,15612.32,10.297,,,,
4,2022,3,30,14,8,14,-1.307,-0.203,-0.181,41.962,43.224,34.123,-108.937,-654.35,15950.12,10.297,,,,
4,2022,3,30,14,8,15,-1.005,-0.134,0.297,42.941,44.991,41.033,-178.842,-544.607,16020.12,10.297,,,,
4,2022,3,30,14,8,15,-1.214,-0.077,0.911,42.073,42.893,41.643,-188.179,-547.65,16060.17,10.297,,,,
4,2022,3,30,14,8,16,-1.367,-0.203,0.991,42.807,42.23,33.649,-335.735,-578.728,15986.58,10.297,,,,
4,2022,3,30,14,8,16,-0.929,-0.127,0.362,43.497,39.955,44.782,-115.91,-258.252,15728.16,10.297,,,,
4,2022,3,30,14,8,17,-1.269,-0.162,0.455,43.92,42.297,43.224,-447.715,-182.436,16093.43,10.297,,,,
4,2022,3,30,14,8,17,-1.136,-0.02,0.049,43.653,42.893,38.391,-239.37,-194.835,15806.93,10.297,,,,
4,2022,3,30,14,8,18,-1.11,0.021,-0.123,43.452,43.533,36.652,-136.757,26.377,15743.92,10.297,,,,
4,2022,3,30,14,8,18,-1.25,-0.24,0.46,43.43,44.064,33.355,-110.482,-349.572,15983.55,10.297,,,,
4,2022,3,30,14,8,19,-1.162,-0.087,0.711,43.096,43.489,25.27,-159.201,38.917,15705.67,10.297,,,,
4,2022,3,30,14,8,19,-1.164,-0.098,0.392,42.34,42.54,44.918,-268.201,-89.594,15736.45,10.297,,,,
4,2022,3,30,14,8,20,-1.286,-0.142,0.65,44.276,43.003,45.121,-355.257,-478.224,15936.77,10.297,,,,
4,2022,3,30,14,8,20,-1.095,-0.191,0.416,43.942,42.716,39.136,-571.332,-317.258,16007.72,10.297,,,,
4,2022,3,30,14,8,21,-1.197,-0.09,0.611,43.541,43.202,41.937,-262.108,-451.376,15800.34,10.297,,,,
4,2022,3,30,14,8,21,-1.376,-0.016,0.153,41.873,43.048,34.575,-370.701,-428.85,15897.87,10.297,,,,
4,2022,3,30,14,8,22,-1.233,-0.046,0.206,42.829,42.738,41.891,-575.207,-370.025,16038.66,10.297,,,,
4,2022,3,30,14,8,22,-1.156,-0.102,0.498,44.009,42.275,33.22,-239.9,-376.079,15906.18,10.297,,,,
4,2022,3,30,14,8,23,-1.135,-0.042,0.487,43.675,43.533,33.536,-298.839,-144.274,15584.8,10.297,,,,
4,2022,3,30,14,8,23,-1.109,-0.075,0.407,43.408,43.136,41.756,-191.914,-568.812,15651.33,10.297,,,,
4,2022,3,30,14,8,24,-1.253,-0.159,0.909,43.208,44.019,32.881,-485.691,-410.407,15843.43,10.297,,,,
4,2022,3,30,14,8,24,-1.025,-0.153,0.154,42.963,43.975,36.313,-505.873,-227.495,16038.18,10.297,,,,
4,2022,3,30,14,8,25,-1.139,-0.139,0.789,45.032,43.732,44.624,-370.779,-434.962,15923.98,10.297,,,,
4,2022,3,30,14,8,25,-1.229,-0.042,0.307,42.874,43.003,43.043,-105.76,-481.141,15524.11,10.297,,,,
4,2022,3,30,14,8,26,-1.022,-0.061,0.31,42.34,43.423,41.891,-242.839,-429.763,15739.97,10.297,,,,
4,2022,3,30,14,8,26,-1.018,-0.129,0.174,43.63,43.423,43.224,-331.796,-495.149,15951.66,10.297,,,,
4,2022,3,30,14,8,27,-1.145,-0.098,0.518,43.274,43.092,27.913,-249.727,-291.334,15883.51,10.297,,,,
4,2022,3,30,14,8,27,-1.267,-0.146,0.59,42.651,42.672,41.846,-348.946,-5.405,15869.75,10.297,,,,
4,2022,3,30,14,8,28,-1.394,-0.12,0.466,43.274,42.032,35.455,-168.787,-372.928,15751.02,10.297,,,,
4,2022,3,30,14,8,28,-1.039,-0.019,0.054,42.496,42.495,31.368,-178.518,-364.698,15782.58,10.297,,,,
4,2022,3,30,14,8,29,-0.996,-0.158,0.375,42.051,44.792,42.569,-475.049,-316.455,16151.81,10.297,,,,
4,2022,3,30,14,8,29,-1.282,-0.09,0.27,43.831,43.688,39.701,-310.255,-391.817,15931.55,10.297,,,,
4,2022,3,30,14,8,30,-1.168,-0.052,0.089,44.187,44.307,39.475,-238.048,-281.134,15759.32,10.297,,,,
4,2022,3,30,14,8,30,-1.099,-0.022,0.486,45.366,42.584,36.02,93.985,-372.786,15563.5,10.297,,,,
4,2022,3,30,14,8,31,-0.866,-0.169,0.596,43.719,43.6,33.31,-227.689,-291.633,15823.53,10.297,,,,
4,2022,3,30,14,8,31,-1.008,-0.163,-0.049,43.831,42.937,39.272,-569.181,-443.608,15973.4,10.297,,,,
4,2022,3,30,14,8,32,-1.154,-0.106,0.42,44.031,43.909,34.755,-220.25,-332.248,15776.25,10.297,,,,
4,2022,3,30,14,8,32,-1.22,-0.139,0.557,43.808,44.262,37.736,-305.583,-263.35,15814.96,10.297,,,,
4,2022,3,30,14,8,33,-1.203,-0.181,0.427,40.916,44.019,35.275,-300.289,-275.884,15839.19,10.297,,,,
4,2022,3,30,14,8,33,-1.51,-0.076,0.08,43.586,42.738,41.643,-146.953,-220.139,15617.72,10.297,,,,
4,2022,3,30,14,8,34,-1.139,-0.028,0.293,43.764,44.572,34.281,102.732,-408.751,15341.83,10.297,,,,
4,2022,3,30,14,8,34,-1.386,-0.168,0.604,44.009,42.297,44.24,-117.914,-462.007,15722.65,10.297,,,,
4,2022,3,30,14,8,35,-1.086,-0.074,0.498,41.339,44.616,41.372,-362.086,-511.407,15885.34,10.297,,,,
4,2022,3,30,14,8,35,-1.144,-0.156,0.833,43.897,42.783,39.588,-412.465,-542.977,15993.6,10.297,,,,
4,2022,3,30,14,8,36,-1.022,-0.198,0.528,43.23,43.423,41.891,-342.043,-226.218,15788.26,10.297,,,,
4,2022,3,30,14,8,36,-1.049,-0.026,0.373,43.742,44.24,44.601,-324.175,-385.363,15807.97,10.297,,,,
4,2022,3,30,14,8,37,-1.193,-0.106,0.097,42.74,41.943,42.004,-328.005,-456.08,15890.39,10.297,,,,
4,2022,3,30,14,8,37,-1.087,-0.068,0.093,43.764,44.108,35.975,-353.335,-336.975,15884.81,10.297,,,,
4,2022,3,30,14,8,38,-1.099,-0.092,0.201,42.496,44.108,46.295,-457.06,-486.223,16024.83,10.297,,,,
4,2022,3,30,14,8,38,-1.239,-0.137,0.292,43.452,42.186,34.349,-261.72,-338.787,15603.74,10.297,,,,
4,2022,3,30,14,8,39,-1.294,-0.106,0.972,43.007,43.688,38.73,-211.851,-457.761,15792.5,10.297,,,,
4,2022,3,30,14,8,39,-1.203,-0.119,0.442,42.451,41.612,41.891,-321.874,-188.377,15562.14,10.297,,,,
4,2022,3,30,14,8,40,-1.276,-0.177,0.644,40.604,40.684,38.956,-157.772,-516.642,15863.61,10.297,,,,
4,2022,3,30,14,8,40,-1.18,-0.138,0.378,43.007,44.638,35.862,-357.385,-417.806,15977.69,10.297,,,,
4,2022,3,30,14,8,41,-1.393,-0.185,0.726,41.895,41.501,33.468,-237.263,-418.669,15901.8,10.297,,,,
4,2022,3,30,14,8,41,-1.291,-0.225,0.88,42.896,43.931,37.397,-163.812,-195.821,15603.55,10.297,,,,
4,2022,3,30,14,8,42,-1.152,-0.092,0.349,44.031,43.313,36.833,-197.266,-187.77,15639.67,10.297,,,,
4,2022,3,30,14,8,42,-1.148,-0.135,0.481,41.094,41.767,32.678,-87.541,-284.005,15639.49,10.297,,,,
4,2022,3,30,14,8,43,-1.144,-0.117,0.414,42.896,43.6,39.407,49.97,-217.727,15494.4,10.297,,,,
4,2022,3,30,14,8,43,-1.03,-0.126,-0.07,42.896,41.855,41.011,-308.492,-506.379,15789.57,10.297,,,,
4,2022,3,30,14,8,44,-1.351,-0.081,0.786,44.365,43.18,41.733,-40.352,-495.948,15559.29,10.297,,,,
5,2022,3,30,14,13,51,-0.626,-0.258,1.05,46.367,45.455,47.808,-314.576,-463.266,15781.94,10.302,,,,
5,2022,3,30,14,13,52,-0.495,-0.304,1.153,46.367,45.808,47.921,-225.211,-419.462,15833.81,10.315,,,,
5,2022,3,30,14,13,52,-0.677,-0.252,1.077,45.388,45.72,46.634,-233.993,-348.104,15795.96,10.302,,,,
5,2022,3,30,14,13,53,-0.474,-0.156,0.659,45.01,45.897,49.073,-281.441,-356.975,15856.65,10.32,,,,
5,2022,3,30,14,13,53,-0.656,-0.233,0.962,46.144,46.581,47.605,-328.557,-391.274,15869.8,10.307,,,,
5,2022,3,30,14,13,54,-0.647,-0.241,0.927,45.388,45.013,47.786,-250.022,-396.642,15815.38,10.306,,,,
5,2022,3,30,14,13,54,-0.652,-0.272,0.952,44.654,45.19,47.492,-266.545,-463.461,15804.84,10.318,,,,
5,2022,3,30,14,13,55,-0.661,-0.282,1.021,45.544,46.029,46.792,-268.311,-445.662,15796.24,10.311,,,,
5,2022,3,30,14,13,55,-0.613,-0.164,0.674,45.699,46.449,48.079,-206.505,-545.353,15840.65,10.318,,,,
5,2022,3,30,14,13,56,-0.602,-0.216,0.792,45.677,46.979,47.718,-263.211,-477.105,15818.81,10.325,,,,
5,2022,3,30,14,13,56,-0.671,-0.235,0.858,44.298,44.726,48.124,-226.014,-445.501,15834.28,10.334,,,,
5,2022,3,30,14,13,57,-0.598,-0.248,0.871,44.565,45.455,46.634,-265.257,-418.865,15833.77,10.329,,,,
5,2022,3,30,14,13,57,-0.642,-0.218,0.829,46.567,45.808,48.373,-220.41,-409.37,15797.06,10.323,,,,
5,2022,3,30,14,13,58,-0.652,-0.227,0.95,46.923,44.24,48.26,-189.94,-454.885,15798.47,10.315,,,,
5,2022,3,30,14,13,58,-0.601,-0.268,0.92,46.167,46.449,46.318,-298.143,-541.175,15870.21,10.313,,,,
5,2022,3,30,14,13,59,-0.627,-0.228,1.017,46.167,44.77,46.544,-174.499,-552.709,15782.23,10.334,,,,
5,2022,3,30,14,13,59,-0.709,-0.242,1.092,46.367,46.427,47.831,-261.789,-533.979,15817.54,10.329,,,,
5,2022,3,30,14,14,0,-0.569,-0.205,0.751,45.054,46.427,48.26,-248.35,-558.55,15824.27,10.325,,,,
5,2022,3,30,14,14,0,-0.523,-0.243,0.937,47.435,45.3,49.434,-206.104,-556.773,15840.85,10.329,,,,
5,2022,3,30,14,14,1,-0.554,-0.231,0.896,45.21,44.991,46.566,-170.309,-558.208,15802.33,10.334,,,,
5,2022,3,30,14,14,1,-0.605,-0.205,0.803,44.765,46.118,47.718,-207.345,-456.158,15841.34,10.334,,,,
5,2022,3,30,14,14,2,-0.53,-0.228,0.869,46.456,46.206,47.944,-176.954,-540.039,15824,10.334,,,,
5,2022,3,30,14,14,2,-0.577,-0.173,0.757,44.832,45.72,49.412,-208.879,-477.405,15807.43,10.329,,,,
