Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
02,2022,03,30,15,45,16,-0.573,-0.573,1.953,46.968,47.686,48.937,-236.948,-65.876,15466.29,10.222
02,2022,03,30,15,45,16,-0.483,-0.479,1.623,47.146,48.636,50.044,-5.222,-527.909,15605.9,10.222
02,2022,03,30,15,45,17,-0.646,-0.318,1.157,50.26,47.266,51.918,-243.289,244.696,15577.34,10.222
02,2022,03,30,15,45,17,-0.529,-0.465,1.588,48.503,46.471,50.541,35.6,-608.515,15719.39,10.222
02,2022,03,30,15,45,18,-0.621,-0.332,1.21,47.279,46.891,50.902,-421.324,-159.603,15959.31,10.222
02,2022,03,30,15,45,18,-0.545,-0.311,0.557,49.549,49.099,49.208,-827.325,-143.828,16198.43,10.222
02,2022,03,30,15,45,19,-0.629,-0.343,0.83,47.68,47.929,48.621,-384.943,-348.945,15917,10.222
02,2022,03,30,15,45,19,-0.508,-0.332,0.905,49.749,48.194,52.189,-179.828,-686.35,15818.61,10.222
02,2022,03,30,15,45,20,-0.341,-0.313,0.929,47.413,49.387,48.508,-372.142,-61.305,15859.3,10.222
02,2022,03,30,15,45,20,-0.43,-0.265,0.84,48.77,49.475,51.76,-453.475,-302.764,15979.56,10.222
02,2022,03,30,15,45,21,-0.408,-0.421,1.292,49.015,49.784,51.421,-466.892,-751.592,15946.98,10.222
02,2022,03,30,15,45,21,-0.538,-0.138,0.272,49.393,47.973,51.602,-291.09,-138.357,15788.73,10.222
02,2022,03,30,15,45,22,-0.225,-0.3,0.793,47.835,49.497,50.789,-383.105,-596.749,15871.13,10.222
02,2022,03,30,15,45,22,-0.708,-0.056,-0.003,47.635,47.774,49.818,-569.68,43.5,15983.28,10.222
02,2022,03,30,15,45,23,-0.341,-0.319,1.784,48.926,46.471,48.802,-43.014,-119.185,15686.88,10.222
02,2022,03,30,15,45,23,-0.508,-0.44,1.235,48.258,48.194,49.299,-114.367,-726.681,15785.38,10.222
02,2022,03,30,15,45,24,-0.569,-0.32,1.068,47.123,47.421,49.615,-956.635,-874.279,16058.47,10.222
02,2022,03,30,15,45,24,-0.487,-0.262,0.912,50.505,49.541,49.728,-290.552,-95.997,15693.96,10.222
02,2022,03,30,15,45,25,-0.6,-0.378,1.393,46.879,48.326,52.776,143.295,-606.715,15816.9,10.222
02,2022,03,30,15,45,25,-0.529,-0.285,0.872,47.457,47.355,48.057,-558.282,117.969,15983.96,10.222
02,2022,03,30,15,45,26,-0.645,-0.41,1.377,47.613,46.891,50.021,-191.468,723.914,15539.11,10.222
02,2022,03,30,15,45,26,-0.538,-0.523,1.526,49.571,47.752,50.857,-95.841,-54.513,15505.36,10.222
02,2022,03,30,15,45,27,-0.492,-0.403,1.47,50.483,48.105,49.818,-274.301,-436.864,15644.34,10.222
02,2022,03,30,15,45,27,-0.413,-0.59,1.866,49.081,47.023,50.812,-199.678,-349.677,15992.62,10.222
02,2022,03,30,15,45,28,-0.319,-0.444,1.196,47.924,48.348,50.631,-319.844,-835.906,15932.61,10.222
02,2022,03,30,15,45,28,-0.443,-0.404,1.465,49.727,48.304,50.992,-628.837,-152.806,15978.73,10.222
02,2022,03,30,15,45,29,-0.517,-0.404,1.417,47.702,47.907,49.276,-224.134,-107.486,15800.82,10.222
02,2022,03,30,15,45,29,-0.436,-0.472,1.758,49.081,46.14,49.954,-295.358,-416.347,15809.69,10.222
02,2022,03,30,15,45,30,-0.265,-0.309,0.881,48.481,47.907,49.163,-362.762,-523.513,15705.25,10.222
02,2022,03,30,15,45,30,-0.099,-0.304,1.385,48.28,48.393,51.805,-212.143,-107.112,15814.25,10.222
03,2022,03,30,15,47,33,-1,-0.206,0.641,46.701,47.156,49.276,-469.507,-530.18,15941.59,10.185
03,2022,03,30,15,47,34,-0.752,-0.122,0.606,46.523,47.907,47.04,-687.374,-194.841,15869.41,10.185
03,2022,03,30,15,47,34,-0.602,-0.214,0.71,46.367,49.32,49.75,-809.849,-428.239,15897.48,10.185
03,2022,03,30,15,47,35,-0.877,-0.215,0.55,46.122,46.007,47.063,-1039.855,-817.511,16214.27,10.185
03,2022,03,30,15,47,35,-0.838,-0.128,0.36,46.545,46.581,47.334,-407.479,-816.11,16060.2,10.185
03,2022,03,30,15,47,36,-0.89,-0.191,0.543,47.235,47.597,48.644,-814.256,55.47,16012.86,10.185
03,2022,03,30,15,47,36,-0.918,-0.193,0.532,46.434,46.581,49.299,-361.938,-287.213,15870.2,10.185
03,2022,03,30,15,47,37,-1.045,-0.181,0.321,46.589,45.3,48.395,-864.512,290.673,15944.61,10.185
03,2022,03,30,15,47,37,-1.014,-0.142,0.488,46.345,46.913,48.35,-614.482,-586.77,15987.34,10.185
03,2022,03,30,15,47,38,-0.799,-0.103,0.091,46.211,45.433,47.786,-311.149,-136.488,15708.67,10.185
03,2022,03,30,15,47,38,-0.795,-0.103,0.208,45.944,47.266,50.654,-684.24,-423.263,15929.5,10.185
03,2022,03,30,15,47,39,-0.759,-0.079,0.296,46.745,45.72,47.424,-552.012,-401.942,15775.21,10.185
03,2022,03,30,15,47,39,-0.675,-0.142,0.484,47.19,45.278,50.112,-749.352,-131.372,15878.51,10.185
03,2022,03,30,15,47,40,-0.95,-0.249,0.527,46.3,46.824,46.318,-631.239,-311.605,15833.54,10.185
03,2022,03,30,15,47,40,-0.896,-0.22,0.646,47.057,44.483,48.305,-407.173,-300.642,15719.52,10.185
03,2022,03,30,15,47,41,-0.948,-0.221,0.702,46.589,44.969,49.705,-690.162,-228.776,15768,10.185
03,2022,03,30,15,47,41,-0.929,-0.183,0.399,45.699,48.15,48.395,-975.541,-270.136,16109.4,10.185
03,2022,03,30,15,47,42,-0.797,-0.088,0.374,46.812,44.837,47.198,-898.844,-328.526,15971.63,10.185
03,2022,03,30,15,47,42,-0.893,-0.144,0.377,45.722,45.3,45.934,-408.092,-926.959,15746.7,10.185
03,2022,03,30,15,47,43,-0.872,-0.161,0.483,46.389,45.565,46.724,-468.119,3.575,15566.01,10.185
03,2022,03,30,15,47,43,-0.792,-0.156,0.371,47.257,46.272,46.25,-654.275,157.03,15958.04,10.185
03,2022,03,30,15,47,44,-0.817,-0.209,0.61,45.788,48.128,48.644,-272.649,-148.716,15508.89,10.185
03,2022,03,30,15,47,44,-0.792,-0.091,0.175,48.214,46.493,47.831,-804.722,-444.026,15900.05,10.185
03,2022,03,30,15,47,45,-0.754,-0.093,-0.326,47.702,46.029,48.147,-611.835,-123.518,15904.21,10.185
03,2022,03,30,15,47,45,-1.007,-0.25,0.852,46.055,46.847,46.227,25.596,-1618.28,15507.93,10.185
03,2022,03,30,15,47,46,-0.706,-0.182,0.202,45.099,46.361,46.656,-682.8,-153.662,15812.67,10.185
03,2022,03,30,15,47,46,-0.941,-0.178,0.162,47.235,45.831,47.492,-150.415,-774.39,15714.48,10.185
03,2022,03,30,15,47,47,-0.957,-0.163,0.273,46.122,45.919,46.182,-770.44,-337.317,15899.89,10.185
03,2022,03,30,15,47,47,-0.95,-0.134,0.261,47.212,44.417,48.26,-659.135,-354.476,15633.39,10.185
03,2022,03,30,15,47,48,-0.962,-0.149,0.493,45.499,47.023,47.718,-580.174,-687.056,16340.36,10.185
03,2022,03,30,15,47,48,-0.801,-0.274,0.757,46.79,46.294,46.815,-938.825,-664.907,16091.33,10.185
03,2022,03,30,15,47,49,-0.879,-0.2,0.36,46.278,44.66,48.011,-501.395,-248.133,15882.53,10.185
03,2022,03,30,15,47,49,-0.97,-0.149,0.444,45.588,45.742,47.65,-875.548,143.595,15512.3,10.185
03,2022,03,30,15,47,50,-0.927,-0.238,0.676,47.279,45.875,48.26,-667.473,-477.415,15922.48,10.185
03,2022,03,30,15,47,50,-1.104,-0.133,0.331,45.143,47.067,48.26,-562.477,-111.345,15736.58,10.185
03,2022,03,30,15,47,51,-0.774,-0.148,0.335,46.968,46.228,48.26,-601.328,-24.033,15962.45,10.185
03,2022,03,30,15,47,51,-0.705,-0.162,0.217,46.211,45.3,48.508,-647.688,-2379.361,15969,10.185
03,2022,03,30,15,47,52,-0.908,-0.19,0.372,45.232,43.975,46.86,-711.988,-177.731,15867.09,10.185
03,2022,03,30,15,47,52,-0.97,-0.189,0.54,46.545,46.67,48.644,-483.939,-199.081,15793.08,10.185
03,2022,03,30,15,47,53,-0.901,-0.232,0.594,46.923,46.339,48.147,-362.653,-951.841,15881.2,10.185
03,2022,03,30,15,47,53,-0.834,-0.297,1.001,47.524,46.14,48.215,-468.776,-240.038,15775.54,10.185
03,2022,03,30,15,47,54,-0.88,-0.238,0.755,46.99,47.465,48.237,-333.874,-172.729,15629.29,10.185
03,2022,03,30,15,47,54,-0.757,-0.182,0.574,47.235,44.903,47.018,114.935,-1363.848,15873.82,10.185
03,2022,03,30,15,47,55,-0.843,-0.129,0.041,47.212,46.537,47.74,-641.88,221.371,15661.99,10.185
03,2022,03,30,15,47,55,-0.75,-0.116,0.374,46.834,46.692,47.786,-977.755,-400.845,15839.69,10.185
03,2022,03,30,15,47,56,-0.83,-0.152,0.311,45.722,45.742,46.476,-724.412,-1023.908,16142.21,10.185
03,2022,03,30,15,47,56,-0.779,-0.157,0.045,46.612,45.433,46.679,-210.782,-226.991,15743.52,10.185
03,2022,03,30,15,47,57,-1.034,-0.119,0.057,47.324,45.875,48.508,-525.626,272.754,15733.19,10.185
03,2022,03,30,15,47,57,-0.736,-0.135,0.003,45.989,44.881,47.628,-135.812,-281.367,16265.78,10.185
03,2022,03,30,15,47,58,-0.695,-0.18,0.053,47.235,49.85,48.599,-1025.067,-668.604,16229.63,10.185
03,2022,03,30,15,47,58,-0.757,-0.157,0.467,47.168,47.487,47.695,-837.954,-801.189,15947.54,10.185
03,2022,03,30,15,47,59,-0.83,-0.119,0.415,46.678,45.389,47.018,-386.047,-112.423,15746.18,10.185
03,2022,03,30,15,47,59,-0.885,-0.136,0.42,46.322,45.389,48.192,-126.971,-594.426,15626.7,10.185
03,2022,03,30,15,48,00,-0.798,-0.18,0.682,45.744,45.278,48.802,-1003.361,-315.755,15995.32,10.185
03,2022,03,30,15,48,00,-0.687,-0.133,0.152,45.143,44.351,48.328,-486.779,-248.183,15739.09,10.185
03,2022,03,30,15,48,01,-0.802,-0.14,0.29,48.725,46.383,46.702,-550.551,-444.802,15950,10.185
03,2022,03,30,15,48,01,-0.89,-0.214,0.647,46.634,45.676,48.576,-532.566,536.243,15690.76,10.185
03,2022,03,30,15,48,02,-1.042,-0.113,-0.115,48.214,45.985,47.018,-570.862,-435.51,15837.8,10.185
03,2022,03,30,15,48,02,-0.911,-0.121,0.238,47.19,45.035,45.55,-727.032,-115.358,15834.81,10.185
03,2022,03,30,15,48,03,-0.984,-0.115,0.18,47.746,44.859,48.147,-442.206,-508.499,15757.2,10.185
03,2022,03,30,15,48,03,-0.916,-0.199,0.432,46.767,45.61,47.469,-1015.012,-579.089,16050.87,10.185
03,2022,03,30,15,48,04,-0.773,-0.063,0.171,46.456,45.897,47.04,-888.291,-800.693,15962.06,10.185
03,2022,03,30,15,48,04,-0.779,-0.123,0.305,46.945,43.622,47.695,-866.117,-584.976,15941.37,10.185
03,2022,03,30,15,48,05,-0.894,-0.203,0.548,46.656,44.262,47.492,-1173.671,-824.311,16096.26,10.185
03,2022,03,30,15,48,05,-0.87,-0.174,0.383,44.698,45.632,47.515,-1168.462,-1029.895,16086.21,10.185
03,2022,03,30,15,48,06,-0.887,-0.14,0.344,46.367,46.449,47.718,-896.825,-270.966,15828.58,10.185
03,2022,03,30,15,48,06,-1.015,-0.067,-0.092,45.143,46.67,49.231,-179.873,-782.242,15716.88,10.185
03,2022,03,30,15,48,07,-0.71,-0.122,0.402,46.167,44.815,47.876,-366.326,-1017.143,15706.33,10.185
03,2022,03,30,15,48,07,-0.913,-0.079,0.144,46.144,46.228,47.989,-578.244,-510.364,15839.7,10.185
03,2022,03,30,15,48,08,-0.864,-0.096,0.223,46.656,45.786,47.244,-835.194,-831.024,15952.65,10.185
03,2022,03,30,15,48,08,-0.862,-0.225,0.693,46.634,45.323,49.254,-600.216,-601.012,15802.44,10.185
03,2022,03,30,15,48,09,-0.956,-0.184,0.401,45.811,44.837,48.712,-386.518,-670.086,15790.14,10.185
03,2022,03,30,15,48,09,-0.804,0.001,0.07,45.588,44.218,46.024,-376.555,-456.66,15761.19,10.185
03,2022,03,30,15,48,10,-1.026,-0.102,0.364,46.856,46.935,47.944,-346.086,-853.466,15865.46,10.185
03,2022,03,30,15,48,10,-0.846,-0.145,0.355,45.232,46.626,48.124,-372.62,-307.924,15756.26,10.185
03,2022,03,30,15,48,11,-0.457,-0.299,0.709,48.414,47.73,49.908,-261.642,-692.577,15742.64,10.185
03,2022,03,30,15,48,11,-0.793,-0.188,0.47,46.011,45.411,46.544,-207.703,-249.628,15750.79,10.185
03,2022,03,30,15,48,12,-0.92,-0.106,0.249,46.634,44.461,46.815,-557.133,-882.305,15561.74,10.185
03,2022,03,30,15,48,12,-0.888,-0.182,0.501,45.922,46.714,46.295,-1034.783,-1126.682,16424.11,10.185
03,2022,03,30,15,48,13,-1.069,-0.207,0.406,44.609,44.726,46.431,-681.848,333.414,15737.97,10.185
04,2022,03,30,15,49,53,-1.201,-0.356,1.187,45.521,45.323,48.508,477.728,-1055.62,14921.62,10.18
04,2022,03,30,15,49,53,-1.202,-0.407,1.373,45.655,45.499,49.005,257.046,-416.204,15518.12,10.18
04,2022,03,30,15,49,54,-1.277,-0.367,1.238,45.499,45.389,48.282,-711.05,-375.528,15837.18,10.179
04,2022,03,30,15,49,54,-1.185,-0.324,1.159,47.123,45.499,48.079,-663.054,-775.466,16035.82,10.185
04,2022,03,30,15,49,55,-1.124,-0.375,0.868,45.01,46.272,47.56,-650.04,-486.256,16049.53,10.185
04,2022,03,30,15,49,55,-1.129,-0.298,0.93,45.076,44.947,48.057,-459.294,-708.617,16128.82,10.185
04,2022,03,30,15,49,56,-1.216,-0.322,1.163,44.454,44.086,47.673,-563.866,-267.301,15716.5,10.185
04,2022,03,30,15,49,56,-1.249,-0.356,1.331,46.723,45.521,48.079,-914.668,-563.544,16179.84,10.185
04,2022,03,30,15,49,57,-1.185,-0.319,0.749,47.88,44.969,48.079,-1075.278,-360.203,16001.19,10.185
04,2022,03,30,15,49,57,-1.194,-0.341,1.34,47.146,46.449,48.305,-761.165,-720.235,16518.82,10.185
04,2022,03,30,15,49,58,-1.184,-0.353,1.333,47.858,44.262,46.86,-553.202,-834.164,15975.81,10.185
04,2022,03,30,15,49,58,-1.113,-0.406,1.037,45.855,45.477,47.357,-473.709,-407.558,15531.34,10.185
04,2022,03,30,15,49,59,-1.203,-0.321,1.135,46.189,44.792,48.983,-202.921,-59.782,15740.54,10.185
04,2022,03,30,15,49,59,-1.279,-0.343,1.295,47.902,46.869,48.124,320.325,-1137.099,15599.05,10.185
04,2022,03,30,15,50,00,-1.179,-0.338,1.338,47.502,45.146,48.057,-928.995,-881.191,16257.51,10.185
04,2022,03,30,15,50,00,-1.169,-0.384,1.291,47.657,44.616,48.418,-1219.784,-23.455,16199.95,10.185
04,2022,03,30,15,50,01,-1.196,-0.425,1.512,46.1,46.361,48.553,25.219,-1217.253,15676.81,10.185
04,2022,03,30,15,50,01,-0.94,-0.379,0.928,45.165,47.597,48.689,-588.859,-149.797,15732.67,10.185
04,2022,03,30,15,50,02,-1.112,-0.285,1.36,47.301,46.339,48.011,-641.43,-274.022,15876.58,10.185
04,2022,03,30,15,50,02,-1.082,-0.329,1.216,44.921,45.389,49.592,-93.546,-406.842,15721.68,10.185
04,2022,03,30,15,50,03,-1.111,-0.34,1.319,46.345,44.373,46.408,-621.907,-832.938,16179.19,10.185
04,2022,03,30,15,50,03,-1.16,-0.378,1.276,47.235,46.25,48.215,-1080.152,217.762,16207.77,10.185
04,2022,03,30,15,50,04,-1.072,-0.393,1.34,45.076,45.013,48.124,-557.012,-594.76,15939.53,10.185
04,2022,03,30,15,50,04,-1.141,-0.39,1.43,45.766,46.339,48.983,-446.708,-1008.277,15800.12,10.185
04,2022,03,30,15,50,05,-1.017,-0.304,1.024,45.165,46.559,47.515,370.515,-39.311,15377.19,10.185
04,2022,03,30,15,50,05,-1.075,-0.349,1.2,46.011,46.029,48.937,54.982,-1162.694,15919.33,10.185
04,2022,03,30,15,50,06,-1.305,-0.471,1.672,46.411,45.057,47.944,551.859,202.092,15473.63,10.185
04,2022,03,30,15,50,06,-1.1,-0.356,1.136,45.388,45.698,48.011,-48.682,-487.664,15703.16,10.185
04,2022,03,30,15,50,07,-1.099,-0.344,0.979,46.656,45.565,47.04,-965.863,-807.184,16118.99,10.185
04,2022,03,30,15,50,07,-1.271,-0.376,1.439,47.301,46.316,47.153,355.793,-2205.521,15552.13,10.185
04,2022,03,30,15,50,08,-1.359,-0.433,1.283,46.923,46.118,46.453,921.656,229.306,14479.02,10.185
04,2022,03,30,15,50,08,-1.144,-0.379,1.149,46.1,46.029,48.937,890.281,-34.985,14663.73,10.185
04,2022,03,30,15,50,09,-0.928,-0.452,1.164,46.411,45.256,48.666,-924.858,112.221,15901.45,10.185
04,2022,03,30,15,50,09,-1.304,-0.396,1.399,46.434,46.272,47.763,-418.743,-1574.877,15400.19,10.185
04,2022,03,30,15,50,10,-1.303,-0.354,1.172,44.365,45.411,48.441,1144.645,-389.488,14359.94,10.185
04,2022,03,30,15,50,10,-1.256,-0.353,1.099,45.299,46.294,48.531,461.384,264.016,15324.13,10.185
04,2022,03,30,15,50,11,-1.243,-0.359,0.993,47.546,46.471,48.915,447.135,-1507.865,15483.47,10.185
04,2022,03,30,15,50,11,-1.371,-0.379,1.328,46.367,45.676,47.131,-1605.837,-657.951,16396.96,10.185
04,2022,03,30,15,50,12,-1.18,-0.318,1.067,45.143,44.174,46.86,-606.96,-929.929,15714.57,10.185
04,2022,03,30,15,50,12,-1.166,-0.363,1.324,45.922,46.847,48.441,-607.445,-533.444,15805.51,10.185
04,2022,03,30,15,50,13,-1.315,-0.394,1.321,45.722,44.461,48.17,-241.908,-1298.16,16025.5,10.185
04,2022,03,30,15,50,13,-1.278,-0.412,1.371,46.367,46.427,47.966,-122.407,-726.034,15837.37,10.185
04,2022,03,30,15,50,14,-1.128,-0.432,1.625,45.254,45.234,49.163,-308.778,-1150.192,15732.47,10.185
04,2022,03,30,15,50,14,-1.268,-0.331,1.216,46.634,46.935,48.463,238.187,-1819.288,15555.14,10.185
04,2022,03,30,15,50,15,-1.236,-0.317,1.004,45.521,44.638,47.379,-609.555,-724.458,15569.17,10.185
04,2022,03,30,15,50,15,-1.252,-0.367,1.521,45.299,46.802,49.208,-1285.035,-1130.531,16203.64,10.185
04,2022,03,30,15,50,16,-1.215,-0.288,0.941,43.719,44.881,48.486,-372.735,-631.34,15835.18,10.185
04,2022,03,30,15,50,16,-1.17,-0.32,1.041,45.099,44.616,46.408,-987.767,-701.813,15754.18,10.185
04,2022,03,30,15,50,17,-1.326,-0.455,1.462,47.012,47.156,48.237,-1082.742,-800.909,16187.36,10.185
04,2022,03,30,15,50,17,-1.196,-0.336,1.173,45.722,45.146,46.273,-300.729,-605.907,15853.08,10.185
04,2022,03,30,15,50,18,-1.245,-0.31,1.072,45.966,46.802,46.634,338.58,-1150.487,15342.12,10.185
04,2022,03,30,15,50,18,-1.197,-0.315,0.943,46.968,45.698,47.921,-1119.714,267.36,15364.71,10.185
04,2022,03,30,15,50,19,-1.289,-0.387,1.368,45.41,45.632,48.124,225.836,-1392.833,15442.36,10.185
04,2022,03,30,15,50,19,-1.305,-0.371,1.245,45.588,44.748,46.295,-1739.267,-103.661,16090.91,10.185
04,2022,03,30,15,50,20,-1.256,-0.406,1.459,46.589,44.704,48.079,-313.317,-1349.461,16110.94,10.185
04,2022,03,30,15,50,20,-1.202,-0.421,1.33,46.389,44.439,46.273,-1544.404,-640.433,16360.7,10.185
04,2022,03,30,15,50,21,-1.22,-0.431,1.458,44.987,44.859,46.973,-574.894,-1061.029,15611.78,10.185
04,2022,03,30,15,50,21,-1.21,-0.368,1.133,46.745,45.632,46.905,-216.979,-24.316,15528.72,10.185
04,2022,03,30,15,50,22,-1.386,-0.308,1.119,45.544,45.941,46.95,-536.182,-338.119,15539.48,10.185
04,2022,03,30,15,50,22,-1.24,-0.361,1.062,44.609,44.064,46.702,-1476.802,-742.074,16364.57,10.185
04,2022,03,30,15,50,23,-1.35,-0.391,1.366,45.232,45.057,47.628,-662.781,-709.58,15994.07,10.185
04,2022,03,30,15,50,23,-1.312,-0.431,1.357,45.366,43.953,47.673,73.377,-428.253,15428.16,10.185
04,2022,03,30,15,50,24,-1.123,-0.299,0.587,46.256,45.875,47.74,272.536,76.942,15930.55,10.185
04,2022,03,30,15,50,24,-1.074,-0.244,0.775,46.945,45.146,45.55,775.469,-360.976,15351.56,10.185
04,2022,03,30,15,50,25,-1.035,-0.291,1.047,44.72,44.726,47.808,727.031,-1075.656,15439.42,10.185
04,2022,03,30,15,50,25,-1.061,-0.349,1.104,45.766,45.786,49.141,-61.101,-476.522,15790.97,10.185
04,2022,03,30,15,50,26,-1.127,-0.31,1.117,46.144,45.963,47.853,-946.373,-970.29,15913.89,10.185
04,2022,03,30,15,50,26,-1.306,-0.348,1.325,45.343,46.206,47.289,-918.022,-698.294,16486.29,10.185
04,2022,03,30,15,50,27,-1.23,-0.35,1.111,44.676,43.975,45.731,259.219,133.969,15435.73,10.185
04,2022,03,30,15,50,27,-1.125,-0.328,0.899,45.099,44.925,45.279,-684.77,759.898,15640.35,10.185
04,2022,03,30,15,50,28,-1.286,-0.329,1.079,44.787,45.61,45.618,-446.298,-948.225,16039.66,10.185
04,2022,03,30,15,50,28,-1.398,-0.363,1.295,44.587,44.351,46.905,-325.809,-635.976,16347.67,10.185
04,2022,03,30,15,50,29,-1.325,-0.335,1.084,44.187,45.455,45.076,383.08,188.906,15450.85,10.185
04,2022,03,30,15,50,29,-1.199,-0.317,1.197,46.122,44.815,47.921,-147.465,-1380.746,15763.02,10.185
04,2022,03,30,15,50,30,-1.247,-0.321,0.735,44.231,44.196,45.776,957.903,106.358,14824.15,10.185
04,2022,03,30,15,50,30,-1.143,-0.295,0.59,45.855,44.284,46.837,-474.433,-444.422,15598.01,10.185
04,2022,03,30,15,50,31,-1.189,-0.336,0.823,44.587,44.351,46.092,-943.751,715.467,16030.12,10.185
04,2022,03,30,15,50,31,-1.121,-0.346,0.919,46.011,44.196,47.131,100.362,-511.989,15281.66,10.185
04,2022,03,30,15,50,32,-1.155,-0.345,1.017,45.121,45.875,46.476,362.976,-412.316,15511.86,10.185
04,2022,03,30,15,50,32,-1.282,-0.309,0.729,43.92,44.859,46.656,-132.746,-316.175,15720.03,10.185
05,2022,03,30,15,53,59,-0.344,-0.517,1.229,46.5,47.001,49.254,-357.599,-477.024,15992.47,10.11
05,2022,03,30,15,53,59,-0.982,-0.483,2.561,48.013,44.859,47.695,-600.023,-347.634,16108.25,10.11
05,2022,03,30,15,54,00,-0.201,-0.403,0.878,47.591,46.272,49.525,-345.762,100.224,15758.14,10.11
05,2022,03,30,15,54,00,-0.451,-0.566,3.109,48.214,48.547,49.05,-68.49,-378.487,15579.18,10.11
05,2022,03,30,15,54,01,-1.057,-0.301,1.181,48.414,46.604,48.486,-393.582,-297.796,15852.07,10.11
05,2022,03,30,15,54,01,-0.501,-0.503,1.871,47.791,46.979,49.931,-380.969,-544.298,15985.93,10.11
05,2022,03,30,15,54,02,-0.544,-0.479,2.073,47.947,46.339,47.357,-410.502,-403.294,15997.96,10.11
05,2022,03,30,15,54,02,-0.607,-0.151,0.894,46.79,46.824,49.276,-533.114,-314.203,15943.69,10.11
05,2022,03,30,15,54,03,-0.523,-0.403,1.725,46.767,45.433,48.87,-548.956,219.402,15913.58,10.11
05,2022,03,30,15,54,03,0.322,-0.46,1.643,45.633,45.543,48.35,-333.019,-27.168,15820.72,10.11
05,2022,03,30,15,54,04,-0.615,-0.446,2.651,45.299,47.796,51.309,319.873,297.76,15137.95,10.11
05,2022,03,30,15,54,04,-0.621,-0.434,1.756,46.1,46.537,47.74,-418.992,-544.666,16039.91,10.11
05,2022,03,30,15,54,05,-0.825,-0.409,1.865,46.055,46.051,47.153,-834.107,392.305,16164,10.11
05,2022,03,30,15,54,05,-0.851,-0.289,0.82,44.965,45.19,48.282,-504.868,-494.009,16242.97,10.11
05,2022,03,30,15,54,06,-0.806,-0.512,2.178,46.122,46.824,48.102,-179.313,-669.028,15906.89,10.11
05,2022,03,30,15,54,06,-0.559,-0.521,2.267,45.989,47.664,50.225,-17.296,158.194,15717.67,10.11
05,2022,03,30,15,54,07,-0.683,-0.567,2.739,45.855,48.636,48.034,-97.977,-181.875,15614.79,10.11
05,2022,03,30,15,54,07,-0.872,-0.675,3.017,46.233,47.377,48.757,-205.083,-194.475,15839.82,10.11
05,2022,03,30,15,54,08,-0.482,-0.337,2.558,46.256,45.764,48.26,10.516,-210.902,15697.7,10.11
05,2022,03,30,15,54,08,-0.629,-0.279,2.026,45.699,45.897,48.282,-759.884,-69.002,16109.14,10.11
05,2022,03,30,15,54,09,-0.378,-0.393,1.047,45.677,46.184,46.747,-419.105,366.141,15677.89,10.11
05,2022,03,30,15,54,09,-0.964,-0.307,2.062,46.3,46.471,48.757,-99.923,-510.577,15753.53,10.11
05,2022,03,30,15,54,10,-0.796,-0.522,2.16,46.945,47.222,48.621,-722.854,-38.442,15778.58,10.11
05,2022,03,30,15,54,10,-0.543,-0.205,0.872,46.856,47.377,48.034,-217.057,-538.265,15889.95,10.11
05,2022,03,30,15,54,11,-0.647,-0.422,0.754,46.656,49.099,48.779,-626.377,-378.888,16123.08,10.11
05,2022,03,30,15,54,11,-0.507,-0.381,1.16,47.146,47.2,48.847,-360.143,-510.731,16031.36,10.11
05,2022,03,30,15,54,12,-0.354,-0.352,1.305,45.499,46.25,47.424,-289.861,-189.827,15802.23,10.11
05,2022,03,30,15,54,12,-0.74,-0.417,1.963,46.144,46.449,49.389,-351.05,-25.836,15706.66,10.11
05,2022,03,30,15,54,13,-0.812,-0.443,2.19,45.788,45.808,48.644,-448.458,-494.625,15953.84,10.11
05,2022,03,30,15,54,13,-0.605,-0.376,2.132,46.5,46.228,47.402,-45.289,-355.378,15594.79,10.11
05,2022,03,30,15,54,14,-0.668,-0.514,2.31,52.063,50.535,53.206,-698.939,-589.12,15637.54,10.11
05,2022,03,30,15,54,14,-0.28,-0.204,0.674,47.524,46.449,47.673,-1126.823,-678.138,16343.73,10.11
05,2022,03,30,15,54,15,-0.574,-0.219,1.464,46.567,48.238,49.208,-655.889,205.485,15600.54,10.11
05,2022,03,30,15,54,15,-0.616,-0.493,2.085,49.526,50.469,53.951,-266.138,-733.718,15465.33,10.11
05,2022,03,30,15,54,16,-0.631,-0.335,1.63,51.751,51.639,56.028,-535.571,-749.018,15841.71,10.11
05,2022,03,30,15,54,16,-0.531,-0.451,2.096,52.53,51.396,55.283,-1128.258,-749.4,16054.95,10.11
05,2022,03,30,15,54,17,-0.706,-0.411,1.798,52.841,51.352,52.889,-635.555,-242.865,15432.53,10.11
05,2022,03,30,15,54,17,-0.812,-0.393,1.919,51.773,53.075,55.938,-671.136,-1057.378,15844.81,10.11
05,2022,03,30,15,54,18,-0.867,-0.292,1.705,49.615,47.399,52.076,-180.922,-423.423,15317.27,10.11
05,2022,03,30,15,54,18,-0.715,-0.414,1.707,49.104,47.2,51.196,-1039.484,-483.311,15874.26,10.11
05,2022,03,30,15,54,19,-0.83,-0.367,1.512,47.68,48.945,52.189,-654.726,-612.56,15903.18,10.11
