St;Uhr;GPSLat;GPSLon;Loc;LocY;FinalD;IceD;WsIceD;WsSlushD;%Tiefe;MeasD;Npts;Spike;VelX;VelY;VelZ;Winkel;VxErr;VyErr;VzErr;SNR1;SNR2;SNR3;Bnd;Temp;Neigung;KorrFakt;MeanV;Fläche;Durchfluss;%Q
(#);();(deg N);(deg E);(m);(m);(m);(m);(m);(m);();(m);(#);(#);(m/s);(m/s);(m/s);(deg);(m/s);(m/s);(m/s);(dB);(dB);(dB);();(° C);(deg);();(m/s);(m²);(m³/s);(%)
011;11:34:37;47,54067N;011,35348E;5,5;NaN;0,513;NaN;NaN;NaN;0,8;0,41;60;2;1,054;-0,157;0,005;-8,473;0,037;0,015;0,043;28,394;27,882;29,711;Best;9,133;7,567;1,00;NaN;NaN;NaN;NaN
012;11:40:25;47,54068N;011,35347E;6;NaN;0,472;NaN;NaN;NaN;0,2;0,094;60;8;1,674;0,161;0,268;5,481;0,028;0,018;0,212;27,734;28,399;3,916;Best;9,171;4,1;1,00;1,271;0,236;0,3;5,634
012;11:39:30;47,54068N;011,35347E;6;NaN;0,472;NaN;NaN;NaN;0,6;0,283;60;0;1,219;-0,139;-0,019;-6,516;0,038;0,017;0,055;28,262;27,898;29,525;Best;9,171;3,409;1,00;NaN;NaN;NaN;NaN
012;11:38:33;47,54068N;011,35347E;6;NaN;0,472;NaN;NaN;NaN;0,8;0,378;60;0;0,971;0,005;-0,07;0,276;0,042;0,017;0,047;28,497;27,388;29,565;Best;9,171;5,798;1,00;NaN;NaN;NaN;NaN
013;11:44:49;47,54070N;011,35349E;6,5;NaN;0,479;NaN;NaN;NaN;0,2;0,096;60;24;1,824;0,258;0,168;8,043;0,027;0,012;0,172;26,519;29,476;4,371;Best;9,209;3,39;1,00;1,345;0,24;0,322;6,051
013;11:43:46;47,54070N;011,35349E;6,5;NaN;0,479;NaN;NaN;NaN;0,6;0,287;60;2;1,345;-0,006;-0,018;-0,245;0,05;0,017;0,047;28,265;28,114;30,389;Best;9,209;3,062;1,00;NaN;NaN;NaN;NaN
013;11:42:43;47,54070N;011,35349E;6,5;NaN;0,479;NaN;NaN;NaN;0,8;0,383;60;1;0,866;0,06;-0,032;3,991;0,043;0,019;0,051;28,303;27,949;29,716;Best;9,206;5,987;1,00;NaN;NaN;NaN;NaN
014;11:49:09;47,54070N;011,35348E;7;NaN;0,431;NaN;NaN;NaN;0,2;0,086;60;9;1,739;0,007;0,236;0,223;0,026;0,036;0,12;26,734;27,936;4,333;Best;9,227;6,149;1,00;1,459;0,216;0,314;5,907
014;11:47:19;47,54070N;011,35348E;7;NaN;0,431;NaN;NaN;NaN;0,6;0,259;60;2;1,426;-0,02;-0,016;-0,806;0,036;0,014;0,04;27,756;27,36;29,25;Best;9,209;3,366;1,00;NaN;NaN;NaN;NaN
014;11:46:19;47,54070N;011,35348E;7;NaN;0,431;NaN;NaN;NaN;0,8;0,345;60;2;1,246;0,076;0,011;3,474;0,038;0,013;0,046;27,525;26,962;29,18;Best;9,209;3,918;1,00;NaN;NaN;NaN;NaN
015;11:53:07;47,54070N;011,35348E;7,5;NaN;0,393;NaN;NaN;NaN;0,2;0,079;60;10;1,654;0,157;0,027;5,424;0,026;0,012;0,114;25,643;27,194;4,518;Best;9,246;5,382;1,00;1,405;0,197;0,276;5,188
015;11:51:48;47,54070N;011,35348E;7,5;NaN;0,393;NaN;NaN;NaN;0,6;0,236;60;4;1,323;-0,009;0,093;-0,407;0,035;0,028;0,049;27,783;26,82;28,939;Best;9,246;1,93;1,00;NaN;NaN;NaN;NaN
015;11:50:42;47,54070N;011,35348E;7,5;NaN;0,393;NaN;NaN;NaN;0,8;0,314;60;0;1,32;0,209;0,021;8,978;0,04;0,018;0,049;27,093;26,404;28,968;Best;9,241;4,469;1,00;NaN;NaN;NaN;NaN
016;11:56:52;47,54068N;011,35346E;8;NaN;0,391;NaN;NaN;NaN;0,2;0,078;60;16;1,654;-0,088;-0,002;-3,054;0,028;0,011;0,084;27,14;26,681;6,473;Best;9,249;4,799;1,00;1,336;0,196;0,261;4,906
016;11:55:40;47,54068N;011,35346E;8;NaN;0,391;NaN;NaN;NaN;0,6;0,235;60;1;1,299;0,346;-0,08;14,907;0,031;0,019;0,044;26,398;25,626;28,314;Best;9,246;3,835;1,00;NaN;NaN;NaN;NaN
016;11:54:38;47,54068N;011,35346E;8;NaN;0,391;NaN;NaN;NaN;0,8;0,313;60;0;1,089;-0,114;0,02;-5,974;0,043;0,015;0,047;26,269;25,777;28,097;Best;9,246;3,792;1,00;NaN;NaN;NaN;NaN
017;12:00:06;47,54069N;011,35346E;8,5;NaN;0,4;NaN;NaN;NaN;0,2;0,08;60;13;1,345;0,186;-0,109;7,889;0,026;0,012;0,1;25,864;25,462;11,52;Best;9,282;3,303;1,00;1,093;0,2;0,219;4,109
017;11:59:12;47,54069N;011,35346E;8,5;NaN;0,4;NaN;NaN;NaN;0,6;0,24;60;0;1,108;0,048;0,052;2,504;0,038;0,013;0,046;25,783;25,108;27,204;Best;9,271;5,381;1,00;NaN;NaN;NaN;NaN
